Recorded_taxa	Status	MinT	MaxT
Pseudophricodoceras_dayiforme	extinct	191.84	192.9
Pseudophricodoceras_caprariforme	extinct	191.84	192.9
Epideroceras?_trigonale	extinct	190.78	191.84
Pseudophricodoceras_caprariforme	extinct	191.84	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_ponticum	extinct	190.78	191.84
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_ponticum	extinct	190.78	191.84
Epideroceras?_nodofissum	extinct	190.78	191.84
Epideroceras?_cantianense	extinct	191.84	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_ponticum	extinct	190.78	191.84
Epideroceras?_nodofissum	extinct	190.78	191.84
Capreoliceras_asagensis	extinct	190.2	191.84
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_ponticum	extinct	190.78	191.84
platypleuroceras_caprarium	extinct	190.78	191.84
platypleuroceras_caprarium	extinct	190.78	191.84
Gemmellaroceras_aenigmaticum	extinct	188.4	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_aenigmaticum	extinct	190.2	191.84
Gemmellaroceras_aenigmaticum	extinct	190.2	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_aenigmaticum	extinct	188.4	191.84
Gemmellaroceras_aenigmaticum	extinct	188.4	189.5
Gemmellaroceras_aenigmaticum	extinct	190.78	192.9
Furlites_involutus	extinct	191.84	192.9
Caleites_calensis	extinct	191.84	192.9
Caleites_calensis	extinct	191.84	192.9
Gorgheiceras_gorghense	extinct	188.8	189.5
Paramorphites_acutiventris	extinct	190.78	192.9
Polymorphites?_apenninicus	extinct	190.54	190.78
Polymorphites?_flexicostatus	extinct	190.54	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_circumcrispatum	extinct	188.4	191.84
Gemmellaroceras_aenigmaticum	extinct	188.4	191.84
Polymorphites?_flexicostatus	extinct	190.2	191.84
Gemmellaroceras_aenigmaticum	extinct	188.4	188.8
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_aenigmaticum	extinct	190.2	191.84
Polymorphites?_flexicostatus	extinct	190.2	191.84
Vicininodiceras_gollingense	extinct	191.84	194.44
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	189.5
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188	188.8
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Beaniceras_centaurus	extinct	188.8	189.5
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Becheiceras_bechei	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_luridum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_lataecosta	extinct	188.21	188.24
Vicininodiceras_gollingense	extinct	191.84	194.44
Aegoceras_maculatum	extinct	188.24	188.4
Becheiceras_bechei	extinct	188	189.5
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Becheiceras_bechei	extinct	188	188.24
Liparoceras_heptangulare	extinct	188	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Vicininodiceras_simplicicosta	extinct	191.84	192.9
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	189.5
Aegoceras_maculatum	extinct	188.24	188.4
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188	188.4
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.24	188.4
Liparoceras_heptangulare	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.21	188.24
Liparoceras_cheltiense	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Becheiceras_bechei	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.24	188.4
Liparoceras_cheltiense	extinct	188.8	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Becheiceras_bechei	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Oistoceras_figulinum	extinct	188	188.21
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188	188.4
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_cheltiense	extinct	188.8	189.5
Liparoceras_cheltiense	extinct	188.8	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Becheiceras_bechei	extinct	188	188.21
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Becheiceras_bechei	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.24	188.4
Liparoceras_cheltiense	extinct	188.8	189.5
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.24	188.4
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.4	188.8
Aegoceras_lataecosta	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Liparoceras_heptangulare	extinct	188.24	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188	188.8
Liparoceras_cheltiense	extinct	188.4	189.5
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Beaniceras_luridum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.24	188.4
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Tetraspidoceras_evolutum	extinct	191.84	192.9
Liparoceras_heptangulare	extinct	188.4	188.8
Oistoceras_figulinum	extinct	188	188.21
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Tetraspidoceras_evolutum	extinct	191.84	192.9
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.4
Becheiceras_bechei	extinct	188.8	189.5
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Tetraspidoceras_quadrarmatum	extinct	191.84	192.9
Becheiceras_bechei	extinct	188	188.4
Becheiceras_bechei	extinct	188.4	189.5
Vicininodiceras_gollingense	extinct	191.84	194.44
Tetraspidoceras_evolutum	extinct	191.84	192.9
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.24
Oistoceras_figulinum	extinct	188	188.21
Becheiceras_bechei	extinct	188	189.5
